"train_size","MAPE","RMSE","MASE"
63,9.89818389019482,585197.304929924,0.650241310432639
67,7.95817999752991,509057.065029117,0.521212180582762
71,3.15053777221716,226788.34086629,0.208241908814629
75,3.98927716611074,321152.804042123,0.270645068104223
79,2.61451102792495,198758.275158251,0.17402883881269
