"model","MAPE_holdout","MASE_holdout","rmse_ratio_holdout","mase_gap_holdout_pct","MAPE_cv_mean","sd_MAPE_cv","rmse_ratio_cv","mase_gap_cv_pct","lb_pvalue_12","lb_pvalue_16"
"SARIMA(0,1,2)(1,0,1)[12]",4.711,0.31,0.998,18.1,4.083,0.5,0.863,4.5,0.4118,0.3875
