"member","MASE_train","RMSE_train","MASE_cv","RMSE_cv","sd_MAPE_cv","n_folds","rmse_ratio_cv","gap_pct_cv","lb_pvalue_12","lb_pvalue_16","within_1_3x_cv","within_10pct_cv"
"bats_standalone",0.202640887566111,261768.534545103,0.201504489964099,215747.799363512,0.805130881878454,5,0.824193021282848,0.00563956466783845,0.185026524067115,0.222925414515646,TRUE,TRUE
