"train_size","SNAIVE","ARIMA","SARIMA","ETS","TBATS"
63,21.3659103991441,9.33804135385276,6.52692191713761,11.1223090576376,3.88635040356286
67,16.366850020159,4.86020281886473,4.96308401604919,7.7413904687528,4.7413597290735
71,11.1665697742844,4.20545771813492,2.475249413056,3.70868021884098,2.17060849856798
75,7.5388501946839,5.59792379787973,3.3032840706765,3.88558280657337,2.77033597859647
79,5.21782985440499,4.80405336018906,3.52630419021048,3.05791587379419,2.87327500364696
