"model","MAPE_test","RMSE_test","MAE_test","MASE_test","lb_pvalue","n_lags_out","mape_gap_pct","within_10pct"
"ARIMA(3,1,2)",4.627,380549,266341,0.29,0.3705,1,30.2,FALSE
